crn_number,subject,course_number,title,cred_number,typekey,days,times,lockey_number,lockey,instructor,seats_number,totenrl_number
10425,MAT,272.102,Diff Equations,4,LEC,M W F,12:00PM- 01:10PM,221,CH 221,Yuan H,25,1
10429,MAT,272.103,Diff Equations,4,LEC,T R,12:30PM- 02:10PM,303,CH 303,Butler F,25,16
10433,MAT,280.101,Math Structures,3,LEC,T R,11:00AM- 12:15PM,317,WOLF 317,Butler F,25,18
10436,MAT,291.101,App Math/Chem&Math,4,LEC,M W,03:00PM- 04:40PM,304,CH 304,Kaplan D,30,19
,,,,,,,,,,Yuan H,,0
10440,MAT,320.101,Number Theory,3,LEC,M W F,11:00AM- 11:50AM,301,CH 301,Yuan H,20,14
10441,MAT,350.101,Probability/Stats,3,LEC,M W F,09:00AM- 09:50AM,103,GH 103,Scholle T,30,1
10443,MAT,361.101,Abstract Algebra,3,LEC,T R,09:30AM- 10:45AM,317,WOLF 317,Butler F,20,0
10480,MAT,371.101,Elem Analysis I,3,LEC,M W F,10:00AM- 10:50AM,232,CH 232,Yuan H,20,17
10501,MAT,390.101,Hist of Mathematics,3,LEC,T R,12:30PM- 01:45PM,205,CH 205,Bauer C,20,10
10504,MAT,391.101,Cryptology,3,LEC,T R,11:00AM- 12:15PM,228,HUM 228,Bauer C,20,17
10822,MLE,201.101,Field Experience I,2,PRA,F,08:00AM- 10:30AM,,SCHOOL DIST,Hesson N,25,5
10647,MLE,300.101,Tchng Language Arts,3,LEC,M W F,10:00AM- 10:50AM,126,LS 126,Beauchat K,25,18
10651,MLE,315.101,Teachng Soc Studies,3,LEC,T R,02:00PM- 03:15PM,221,CH 221,Fredericks A,25,18
10653,MLE,320.101,Teaching Math,3,LEC,T R,11:00AM- 12:15PM,126,LS 126,Hesson N,25,14
10655,MLE,330.801,Teaching Science,3,LEC,M W,05:00PM- 06:15PM,126,LS 126,Fredericks A,25,6
10825,MLE,475.101,Dir Prof Educ Exp,1,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Glusco A,0,0
10658,MLE,480.101,Focused Studies,10,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Staff,0,0
10960,MLE,494.801,Prof Practicum,2,LEC,M,05:00PM- 06:40PM,127,LS 127,Staff,25,1
10833,MLE,495.101,Student Teaching,10,PRA,TO BE ARRANGED,TO BE ARRANGED,,SCHOOL DIST,Glusco A,25,22
10584,ECH,102.801,Field Exp Stage 2,1,PRA,M,05:00PM- 05:50PM,125,LS 125,Roth C,30,8
10585,ECH,102.802,Field Exp Stage 2,1,PRA,M,05:00PM- 05:50PM,129,LS 129,Brady L,30,19
10586,ECH,103.101,Field Exp Stage 3A,1,PRA,M,12:00PM- 12:50PM,126,LS 126,Beauchat K,25,10
10587,ECH,104.101,Field Exp Stage 3B,1,PRA,W,12:00PM- 12:50PM,126,LS 126,Beauchat K,25,4
10588,ECH,105.101,Field Exp Stage 3C,1,PRA,F,12:00PM- 12:50PM,126,LS 126,Beauchat K,25,20
10589,ECH,210.101,Ed Tech/Early Elem,3,LEC,M W F,01:00PM- 01:50PM,101,LS 101,DeSantis J,24,5
10590,ECH,210.102,Ed Tech/Early Elem,3,LEC,T R,11:00AM- 12:15PM,101,LS 101,DeSantis J,24,12
10591,ECH,220.101,Instruct/Curric Dev,3,LEC,M W F,01:00PM- 01:50PM,127,LS 127,Hesson N,25,0
10592,ECH,220.102,Instruct/Curric Dev,3,LEC,W,06:30PM- 09:15PM,125,LS 125,Staff,25,17
10593,ECH,230.101,Early Child Theory,3,LEC,M W,03:00PM- 04:15PM,142,LS 142,Glusco A,25,23
10594,ECH,230.801,Early Child Theory,3,LEC,R,06:30PM- 09:15PM,129,LS 129,Jackson A,25,19
10619,ECH,250.101,Professionl/Partner,3,LEC,T R,12:30PM- 01:45PM,125,LS 125,Speelman R,25,8
10595,ECH,301.101,Lit/Lang Young Child,3,LEC,T R,12:30PM- 01:45PM,142,LS 142,Beauchat K,25,23
10637,ECH,304.101,Tchng Language Arts,3,LEC,M W F,10:00AM- 10:50AM,126,LS 126,Beauchat K,25,15
10649,ECH,310.101,Diag Rem Reading,3,LEC,M W F,09:00AM- 09:50AM,142,LS 142,Beauchat K,25,1
10650,ECH,315.101,Teachng Soc Studies,3,LEC,T R,02:00PM- 03:15PM,221,CH 221,Fredericks A,25,8
10652,ECH,320.101,Teaching Math,3,LEC,T R,11:00AM- 12:15PM,126,LS 126,Hesson N,25,25
10654,ECH,330.801,Teaching Science,3,LEC,M W,05:00PM- 06:15PM,126,LS 126,Fredericks A,25,4
10656,ECH,475.101,Dir Prof Educ Exp,1,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Staff,0,0
10657,ECH,480.101,Focused Studies,10,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Staff,0,0
10659,ECH,493.801,Studnt Asstnc Semnr,1,LEC,M,06:45PM- 07:35PM,127,LS 127,Leese D,25,16
10660,ECH,494.801,Prof Practicum,2,LEC,M,05:00PM- 06:40PM,142,LS 142,Trimmer L,25,4
10661,ECH,495.101,Student Teaching,10,PRA,TO BE ARRANGED,TO BE ARRANGED,,SCHOOL DIST,Glusco A,25,3
10836,SE,201.101,Field Exp 1,2,PRA,F,08:00AM- 10:30AM,,SCHOOL DIST,DeSantis J,25,1
10848,SE,210.101,Educ Tech Mid/Sec,3,LEC,M W F,11:00AM- 11:50AM,101,LS 101,DeSantis J,25,11
10862,SE,220.101,Curriculum Develop,3,LEC,M W F,12:00PM- 12:50PM,129,LS 129,Hesson N,25,6
10917,SE,352.801,Tchg Soc St/Sec Sch,3,LEC,T,06:30PM- 09:15PM,101,LS 101,DeSantis J,25,23
10921,SE,353.801,Teaching English,3,LEC,T,06:30PM- 09:15PM,102,LS 102,Speelman R,25,1
10927,SE,354.801,Tch Science/Sec Sch,3,LEC,T,06:30PM- 09:15PM,126,LS 126,Hesson N,25,9
10933,SE,355.801,Teaching Math,3,LEC,T,06:30PM- 09:15PM,229,CH 229,Linebaugh B,25,11
11472,SE,356.101,Read/Writ Content,3,LEC,M W F,01:00PM- 01:50PM,142,LS 142,Dammann S,25,25
10937,SE,460.101,Comm/Legal Isssues,3,LEC,T R,02:00PM- 03:15PM,101,LS 101,Speelman R,25,3
10940,SE,475.101,Dir Prof Educ Exp,1,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Glusco A,0,0
10943,SE,480.101,Focused Studies,2,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Glusco A,0,0
10948,SE,493.101,Studnt Asstnc Semnr,1,LEC,M,04:00PM- 04:50PM,127,LS 127,Leese D,25,11
10954,SE,494.801,Professional Pract,2,MND,M,05:00PM- 06:40PM,127,LS 127,Staff,25,22
10969,SE,495.101,Student Teaching,10,PRA,TO BE ARRANGED,TO BE ARRANGED,,SCHOOL DIST,Glusco A,25,10
11340,PE,106.101,Intro Water Polo,1,COD,M W,09:00AM- 09:50AM,130,GC 130,Doemland C,24,4
,,,,,,M W,09:00AM- 09:50AM,137,GC 137,,,0
11341,PE,110.101,Beginning Bowling,1,COD,M W,12:00PM- 12:50PM,,SUBR,Zeigler R,24,24
11342,PE,110.102,Beginning Bowling,1,COD,M W,01:00PM- 01:50PM,,SUBR,Zeigler R,24,20
11343,PE,117.101,Modern Dance,1,COD,M W,01:00PM- 01:50PM,261,GC 261,Bergdoll L,20,8
11344,PE,118.101,Physical Fitness,1,MAL,M W,08:00AM- 08:50AM,251,GC 251,Talarico T,20,13
11345,PE,119.101,Physical Fitness,1,FML,M W,09:00AM- 09:50AM,251,GC 251,Talarico T,20,6
11346,PE,119.801,Physical Fitness,1,COD,S,10:00AM- 11:40AM,251,GC 251,Dickens C,20,3
11348,PE,120.101,Beginning Swimming,1,COD,T R,12:30PM- 01:20PM,130,GC 130,Smith J,24,15
,,,,,,T R,12:30PM- 01:20PM,137,GC 137,,,0
11349,PE,121.101,Inter/Adv Swimming,1,COD,M W,10:00AM- 10:50AM,130,GC 130,Doemland C,24,8
,,,,,,M W,10:00AM- 10:50AM,137,GC 137,,,0
11351,PE,124.101,Lifeguard Training,2,COD,T R,11:00AM- 11:50AM,130,GC 130,Smith J,20,2
,,,,,,T R,11:00AM- 11:50AM,137,GC 137,,,0
11352,PE,125.801,Scuba Diving,1,COD,M,06:30PM- 08:10PM,130,GC 130,Staff,16,6
,,,,,,M,06:30PM- 08:10PM,137,GC 137,,,0
11353,PE,125.802,Scuba Diving,1,COD,W,06:30PM- 08:10PM,130,GC 130,Staff,16,1
,,,,,,W,06:30PM- 08:10PM,137,GC 137,,,0
11354,PE,129.101,Pop Jazz Dance,1,COD,M W,02:00PM- 02:50PM,261,GC 261,Bergdoll L,20,5
11356,PE,130.101,Self Defense,1,FML,T R,09:30AM- 10:20AM,240,GC 240,Bruder E,24,5
,,,,,,T R,09:30AM- 10:20AM,261,GC 261,,,0
11358,PE,134.101,Concpts Phys Actvty,1,COD,M W,10:00AM- 10:50AM,263,GC 263,Lankford M,20,8
11359,PE,134.102,Concpts Phys Actvty,1,COD,M W,11:00AM- 11:50AM,263,GC 263,Lankford M,20,11
11361,PE,134.103,Concpts Phys Actvty,1,COD,M W,02:00PM- 02:50PM,263,GC 263,Talarico T,20,20
11362,PE,134.104,Concpts Phys Actvty,1,COD,T R,09:30AM- 10:20AM,263,GC 263,Lankford M,20,15
11363,PE,134.105,Concpts Phys Actvty,1,COD,T R,12:30PM- 01:20PM,263,GC 263,Talarico T,20,20
11364,PE,134.106,Concpts Phys Actvty,1,COD,T R,02:00PM- 02:50PM,263,GC 263,Talarico T,20,5
11365,PE,134.107,Concpts Phys Actvty,1,COD,T R,03:30PM- 04:20PM,263,GC 263,Talarico T,20,3
11366,PE,136.101,Aerobic Dance,1,COD,M W,10:00AM- 10:50AM,261,GC 261,Talarico T,20,1
11367,PE,139.101,Cardiorespty Exercs,1,COD,M W,04:30PM- 05:20PM,263,GC 263,Hart N,20,19
11372,PE,140.101,Fundamentals/Golf,1,COD,F,09:00AM- 10:40AM,110,GC 110W,Dimoff D,24,16
11374,PE,150.101,Archery,0.5,COD,T R,09:30AM- 10:20AM,110,GC 110W,Klinedinst S,24,9
11376,PE,150.102,Archery,0.5,COD,T R,09:30AM- 10:20AM,110,GC 110W,Klinedinst S,24,19
11378,PE,150.103,Archery,0.5,COD,T R,11:00AM- 11:50AM,110,GC 110W,Klinedinst S,24,20
11379,PE,150.104,Archery,0.5,COD,T R,11:00AM- 11:50AM,110,GC 110W,Klinedinst S,24,22
11381,PE,151.101,Badminton,0.5,COD,M W,11:00AM- 11:50AM,110,GC 110C,Prescott D,24,5
,,,,,,M W,11:00AM- 11:50AM,110,GC 110E,,,0
11382,PE,151.102,Badminton,0.5,COD,M W,12:00PM- 12:50PM,110,GC 110C,Prescott D,24,8
,,,,,,M W,12:00PM- 12:50PM,110,GC 110E,,,0
11384,PE,154.101,Ice Skating,0.5,COD,T R,12:30PM- 01:20PM,,ICE RINK,Abugov L,20,11
11385,PE,154.102,Ice Skating,0.5,COD,T R,12:30PM- 01:20PM,,ICE RINK,Abugov L,20,12
11386,PE,155.101,Soccer,0.5,COD,M W,01:00PM- 01:50PM,110,GC 110C,Prescott D,24,22
,,,,,,M W,01:00PM- 01:50PM,110,GC 110E,,,0
11387,PE,155.102,Soccer,0.5,COD,M W,02:00PM- 02:50PM,110,GC 110C,Prescott D,24,16
,,,,,,M W,02:00PM- 02:50PM,110,GC 110E,,,0
11389,PE,159.101,Tennis,0.5,COD,M W,11:00AM- 11:50AM,110,GC 110C,Prescott D,24,24
,,,,,,M W,11:00AM- 11:50AM,110,GC 110E,,,0
11394,PE,159.102,Tennis,0.5,COD,M W,12:00PM- 12:50PM,110,GC 110C,Prescott D,24,6
,,,,,,M W,12:00PM- 12:50PM,110,GC 110E,,,0
11392,PE,160.101,Volleyball,0.5,COD,M W,01:00PM- 01:50PM,110,GC 110C,Prescott D,24,4
,,,,,,M W,01:00PM- 01:50PM,110,GC 110E,,,0
11395,PE,160.102,Volleyball,0.5,COD,M W,02:00PM- 02:50PM,110,GC 110C,Prescott D,24,6
,,,,,,M W,02:00PM- 02:50PM,110,GC 110E,,,0
11397,PE,163.101,Intro to Yoga,0.5,COD,M W,08:00AM- 08:50AM,261,GC 261,Hart N,24,18
11398,PE,163.102,Intro to Yoga,0.5,COD,M W,08:00AM- 08:50AM,261,GC 261,Hart N,24,10
11399,PE,163.103,Intro to Yoga,0.5,COD,T R,08:00AM- 08:50AM,261,GC 261,Hart N,24,18
11400,PE,163.104,Intro to Yoga,0.5,COD,T R,08:00AM- 08:50AM,261,GC 261,Hart N,24,11
11401,PE,163.801,Intro to Yoga,0.5,COD,M W,06:30PM- 07:20PM,261,GC 261,Hart N,24,7
11402,PE,163.802,Intro to Yoga,0.5,COD,M W,06:30PM- 07:20PM,261,GC 261,Hart N,24,18
11403,PE,164.101,Intro to Tai Chi,0.5,COD,M W,08:00AM- 08:50AM,263,GC 263,Lankford M,24,19
11404,PE,164.102,Intro to Tai Chi,0.5,COD,M W,08:00AM- 08:50AM,263,GC 263,Lankford M,24,21
11405,PE,164.103,Intro to Tai Chi,0.5,COD,T R,08:00AM- 08:50AM,263,GC 263,Lankford M,24,21
11406,PE,164.104,Intro to Tai Chi,0.5,COD,T R,08:00AM- 08:50AM,263,GC 263,Lankford M,24,3
11407,PE,165.101,Intro to Pilates,0.5,COD,T R,11:00AM- 11:50AM,263,GC 263,Hart D,24,18
11408,PE,165.102,Intro to Pilates,0.5,COD,T R,11:00AM- 11:50AM,263,GC 263,Hart D,24,7
11409,PE,166.801,Indoor Rock Climbing,0.5,COD,T,06:30PM- 08:10PM,153,GC 153,Ward A,20,6
11410,PE,166.802,Indoor Rock Climbing,0.5,COD,T,06:30PM- 08:10PM,153,GC 153,Ward A,20,4
11411,PE,166.803,Indoor Rock Climbing,0.5,COD,R,06:30PM- 08:10PM,153,GC 153,Ward A,20,0
11412,PE,166.804,Indoor Rock Climbing,0.5,COD,R,06:30PM- 08:10PM,153,GC 153,Ward A,20,1
11413,PE,170.101,Core Conditioning,0.5,COD,M W,09:00AM- 09:50AM,263,GC 263,Lankford M,20,18
11414,PE,170.102,Core Conditioning,0.5,COD,M W,09:00AM- 09:50AM,263,GC 263,Lankford M,20,8
11415,PE,170.103,Core Conditioning,0.5,COD,M W,01:00PM- 01:50PM,263,GC 263,Hart D,20,8
11416,PE,170.104,Core Conditioning,0.5,COD,M W,01:00PM- 01:50PM,263,GC 263,Hart D,20,6
11417,PE,170.801,Core Conditioning,0.5,COD,M W,05:30PM- 06:20PM,263,GC 263,Hart N,20,19
11418,PE,170.802,Core Conditioning,0.5,COD,M W,05:30PM- 06:20PM,263,GC 263,Hart N,20,0
10992,THE,150.101,Movement for Stage,3,LEC,M W F,11:00AM- 11:50AM,261,GC 261,Mullen A,20,12
10993,THE,205.101,Text Performance,3,LEC,M W F,01:00PM- 01:50PM,261,PAC 261,McGhee J,15,11
10995,THE,225.101,Makeup for Theatre,3,LEC,T R,03:30PM- 04:45PM,266,PAC 266,Staff,15,2
,,,,,,T R,03:30PM- 04:45PM,269,PAC 269,,,0
10997,THE,254.101,Intro Theatre,3,LEC,M W F,10:00AM- 10:50AM,261,PAC 261,Staff,25,5
,,,,,,M W F,10:00AM- 10:50AM,205,HUM 205,,,0
10999,THE,254.102,Intro Theatre,3,LEC,M W F,11:00AM- 11:50AM,261,PAC 261,McGhee J,25,15
,,,,,,M W F,11:00AM- 11:50AM,314,WBC 314,,,0
11001,THE,254.103,Intro Theatre,3,LEC,M W F,12:00PM- 12:50PM,261,PAC 261,McGhee J,25,24
,,,,,,M W F,12:00PM- 12:50PM,205,HUM 205,,,0
11003,THE,262.101,Acting,3,LEC,T R,09:30AM- 10:45AM,261,PAC 261,Delle S,25,5
11006,THE,320.101,Scene Design,3,LEC,T R,09:30AM- 10:45AM,273,PAC 273,Werner S,15,14
11024,THE,350.801,Theatre Pract I,1,PRA,R,07:00PM- 07:50PM,261,PAC 261,Werner S,25,18
11009,THE,351.801,Theatre Pract II,1,PRA,R,07:00PM- 07:50PM,261,PAC 261,Werner S,25,8
11012,THE,352.801,Theatre Pract III,1,PRA,R,07:00PM- 07:50PM,261,PAC 261,Werner S,25,5
11014,THE,353.801,Theatre Pract IV,1,PRA,R,07:00PM- 07:50PM,261,PAC 261,Werner S,25,12
11020,THE,360.101,Hist of Theatre I,3,LEC,T R,11:00AM- 12:15PM,405,WOLF 405,McGhee J,20,19
,,,,,,T R,11:00AM- 12:15PM,261,PAC 261,,,0
11022,THE,430.101,Devised Theatre,3,LEC,M W,03:00PM- 04:15PM,261,PAC 261,Delle S,20,3
10427,EGR,100.101,Epads I,2,L/L,M W F,08:00AM- 09:40AM,128,KEC 128,Kearns J,16,13
,,,,,,,,,,Garrison T,,0
10430,EGR,100.102,Epads I,2,L/L,M W F,08:00AM- 09:40AM,130,KEC 130,Garrison T,16,11
,,,,,,,,,,Kearns J,,0
10435,EGR,100.103,Epads I,2,L/L,M W F,10:00AM- 11:40AM,130,KEC 130,Celik E,16,10
,,,,,,,,,,Forsyth J,,0
10438,EGR,100.104,Epads I,2,L/L,M W F,10:00AM- 11:40AM,128,KEC 128,Forsyth J,16,3
,,,,,,,,,,Celik E,,0
10442,EGR,100.105,Epads I,2,L/L,M W F,01:00PM- 02:40PM,128,KEC 128,Kearns J,16,8
,,,,,,,,,,Garrison T,,0
10444,EGR,100.106,Epads I,2,L/L,M W F,01:00PM- 02:40PM,130,KEC 130,Garrison T,16,5
,,,,,,,,,,Kearns J,,0
10445,EGR,290.101,Enginrg Career Trng,1,MND,T,11:00AM- 11:50AM,130,KEC 130,Wilkes J,30,23
10446,EGR,342.101,Sys Model/Analysis,3,LEC,M W F,01:00PM- 01:50PM,129,KEC 129,Celik E,26,15
10447,EGR,342.102,Sys Model/Analysis,3,LEC,M W F,02:00PM- 02:50PM,129,KEC 129,Celik E,26,6
10448,EGR,491.101,Co-op I,2,MND,TO BE ARRANGED,TO BE ARRANGED,,,Kuchnicki S,30,14
10449,EGR,491.102,Co-op I,2,MND,TO BE ARRANGED,TO BE ARRANGED,,,Blanding W,30,22
10450,EGR,492.101,Co-op II,2,MND,TO BE ARRANGED,TO BE ARRANGED,,,Kuchnicki S,30,8
10451,EGR,492.102,Co-op II,2,MND,TO BE ARRANGED,TO BE ARRANGED,,,Blanding W,30,29
10452,EGR,493.101,Co-op III,2,MND,TO BE ARRANGED,TO BE ARRANGED,,,Kuchnicki S,30,16
10453,EGR,493.102,Co-op III,2,MND,TO BE ARRANGED,TO BE ARRANGED,,,Blanding W,30,9
11017,SPN,101.101,Elem Spanish I,3,LEC,M W F,10:00AM- 10:50AM,302,CH 302,Feistritzer I,25,10
11019,SPN,101.102,Elem Spanish I,3,LEC,M W F,11:00AM- 11:50AM,302,CH 302,Feistritzer I,25,19
11021,SPN,101.103,Elem Spanish I,3,LEC,M W F,12:00PM- 12:50PM,207,HUM 207,Jones B,25,6
11025,SPN,101.104,Elem Spanish I,3,LEC,T R,11:00AM- 12:15PM,204,HUM 204,Murr P,25,8
11026,SPN,101.801,Elem Spanish I,3,LEC,M W,05:00PM- 06:15PM,204,HUM 204,Benedict M,25,21
11027,SPN,102.101,Elem Spanish II,3,LEC,M W F,11:00AM- 11:50AM,230,HUM 230,Jones B,25,15
11028,SPN,102.102,Elem Spanish II,3,LEC,M W F,01:00PM- 01:50PM,206,HUM 206,Feistritzer I,25,16
11030,SPN,102.103,Elem Spanish II,3,LEC,T R,09:30AM- 10:45AM,204,HUM 204,Murr P,25,8
11031,SPN,102.104,Elem Spanish II,3,LEC,T R,11:00AM- 12:15PM,140,HUM 140,Del Castillo-Zerbe C,25,14
11033,SPN,107.801,Spanish/Health Fld,3,LEC,M W,05:00PM- 06:15PM,232,CH 232,Perago S,25,18
11034,SPN,201.101,Inter Spanish I,3,LEC,M W F,09:00AM- 09:50AM,228,HUM 228,Doutrich C,20,16
11051,SPN,201.102,Inter Spanish I,3,LEC,M W F,11:00AM- 11:50AM,145,HUM 145,Abudu G,20,0
11054,SPN,201.103,Inter Spanish I,3,LEC,M W F,01:00PM- 01:50PM,145,HUM 145,Abudu G,20,12
11056,SPN,201.104,Inter Spanish I,3,LEC,T R,12:30PM- 01:45PM,204,HUM 204,Del Castillo-Zerbe C,20,3
11063,SPN,202.101,Inter Spanish II,3,LEC,M W F,10:00AM- 10:50AM,228,HUM 228,Doutrich C,20,13
11065,SPN,202.102,Inter Spanish II,3,LEC,T R,12:30PM- 01:45PM,228,HUM 228,Doutrich C,20,18
11078,SPN,205.101,Inter Spanish Conv,3,LEC,T R,12:30PM- 01:45PM,20,HUM 20,Abudu G,15,7
11079,SPN,206.101,Rdg Stratgs/Spanish,3,LEC,M W F,11:00AM- 11:50AM,228,HUM 228,Doutrich C,15,14
11080,SPN,315.101,Intro Lit Spain,3,LEC,T R,11:00AM- 12:15PM,145,HUM 145,Abudu G,15,9
11081,SPN,420.101,Adv Spanish Grammar,3,LEC,T R,02:00PM- 03:15PM,228,HUM 228,Doutrich C,15,8
10542,MKT,100.101,Prin Marketing,3,LEC,M W F,08:00AM- 08:50AM,314,WBC 314,Small L,40,39
10543,MKT,100.102,Prin Marketing,3,LEC,M W F,09:00AM- 09:50AM,314,WBC 314,Small L,40,3
10544,MKT,100.103,Prin Marketing,3,LEC,M W F,10:00AM- 10:50AM,408,WBC 408,Woodall J,40,16
10545,MKT,100.104,Prin Marketing,3,LEC,M W F,11:00AM- 11:50AM,403,WBC 403,Woodall J,40,35
10546,MKT,100.105,Prin Marketing,3,LEC,M W F,12:00PM- 12:50PM,408,WBC 408,Lepson T,40,24
10547,MKT,100.106,Prin Marketing,3,LEC,M W F,01:00PM- 01:50PM,408,WBC 408,Lepson T,40,35
10548,MKT,100.801,Prin Marketing,3,LEC,T,06:30PM- 09:15PM,408,WBC 408,Tacka R,40,32
10549,MKT,210.101,Market Measurement,3,LEC,M W F,01:00PM- 01:50PM,225,WBC 225,Patnode G,30,15
10550,MKT,220.101,Personal Selling,3,LEC,T R,09:30AM- 10:45AM,302,WOLF 302,Blake M,30,25
10551,MKT,220.102,Personal Selling,3,LEC,T R,12:30PM- 01:45PM,314,WBC 314,Blake M,30,13
10552,MKT,230.101,Retailing,3,LEC,M W F,11:00AM- 11:50AM,223,CH 223,Keiper-Blake G,30,11
10553,MKT,310.101,Fashion Marketing,3,LEC,R,06:30PM- 09:15PM,126,LS 126,Keiper-Blake G,30,0
10554,MKT,330.101,Advertising,3,LEC,M W F,10:00AM- 10:50AM,314,WBC 314,Small L,35,7
10555,MKT,330.102,Advertising,3,LEC,M W F,01:00PM- 01:50PM,314,WBC 314,Small L,35,27
10556,MKT,335.101,New Prod Plan/Mrkt,3,LEC,T R,11:00AM- 12:15PM,403,WBC 403,Patnode G,30,11
10557,MKT,335.801,New Prod Plan/Mrkt,3,LEC,T,06:30PM- 09:15PM,228,CH 228,Patnode G,30,19
10558,MKT,350.801,Bus to Bus Mrtkng,3,LEC,M W,05:00PM- 06:15PM,314,WBC 314,Hansen K,30,25
10559,MKT,355.801,E-Marketing,3,LEC,M,06:30PM- 09:15PM,39,LIBRY 39,Tacka R,24,4
10560,MKT,360.101,Consumer Behavior,3,LEC,T R,02:00PM- 03:15PM,314,WBC 314,Blake M,30,20
10561,MKT,360.801,Consumer Behavior,3,LEC,M,06:30PM- 09:15PM,225,WBC 225,Blake M,30,1
10562,MKT,365.801,Branding,3,LEC,M W,05:00PM- 06:15PM,403,WBC 403,Osborn R,30,5
10563,MKT,410.101,Marketing Ethics,3,LEC,M W,03:00PM- 04:15PM,403,WBC 403,Osborn R,20,19
10564,MKT,450.101,Marketing Research,3,LEC,M W F,02:00PM- 02:50PM,408,WBC 408,Lepson T,20,5
10565,MKT,475.101,Mkt Policies/Strat,3,LEC,T R,09:30AM- 10:45AM,314,WBC 314,Woodall J,20,4
11260,HSP,100.101,Intro Hospitality,3,LEC,T R,09:30AM- 10:45AM,202,DHL 202,Hughes J,10,5
11261,HSP,100.102,Intro Hospitality,3,LEC,T R,11:00AM- 12:15PM,202,DHL 202,Hughes J,10,0
11262,HSP,120.101,Career Paths/Hosp,1,LEC,W,09:00AM- 09:50AM,202,DHL 202,Becker F,10,10
11264,HSP,120.102,Career Paths/Hosp,1,LEC,F,11:00AM- 11:50AM,202,DHL 202,Becker F,10,10
11266,HSP,150.101,Work Experience I,1,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Becker F,0,0
11267,HSP,150.102,Work Experience I,1,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Hughes J,0,0
11268,HSP,150.103,Work Experience I,1,PRA,TO BE ARRANGED,TO BE ARRANGED,,,La Motte M,0,0
11270,HSP,210.101,Managerial Acct/Hsp,3,LEC,T R,09:30AM- 10:45AM,239,DHL 239,La Motte M,25,2
11272,HSP,225.101,Hosp Mgmt/Law,1,LEC,M,09:00AM- 09:50AM,202,DHL 202,Staff,10,2
11273,HSP,225.102,Hosp Mgmt/Law,1,LEC,W,02:00PM- 02:50PM,202,DHL 202,Becker F,10,9
11275,HSP,240.101,Facility Management,3,LEC,T R,11:00AM- 12:15PM,237,DHL 237,Becker F,10,4
11277,HSP,240.102,Facility Management,3,LEC,T R,12:30PM- 01:45PM,202,DHL 202,Becker F,10,7
11279,HSP,250.101,Work Experience II,1,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Becker F,0,0
11281,HSP,250.102,Work Experience II,1,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Hughes J,0,0
11282,HSP,250.103,Work Experience II,1,PRA,TO BE ARRANGED,TO BE ARRANGED,,,La Motte M,0,0
11468,HSP,270.101,Food Source/Select,3,LEC,M W F,10:00AM- 10:50AM,102,DHL 102,Scarcelli J,20,15
11284,HSP,300.101,Food/Beverage Mgmt,3,LEC,M W F,12:00PM- 12:50PM,102,DHL 102,Scarcelli J,25,11
11285,HSP,330.101,Global Topics I,1,LEC,M,11:00AM- 11:50AM,102,DHL 102,La Motte M,25,3
11287,HSP,340.101,Hospitality Finance,3,LEC,T R,02:00PM- 03:15PM,239,DHL 239,La Motte M,25,1
11290,HSP,345.101,Hospitality Mrktng,3,LEC,M W F,10:00AM- 10:50AM,202,DHL 202,Becker F,25,21
11292,HSP,350.101,Work Experience III,1,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Becker F,0,0
11294,HSP,350.102,Work Experience III,1,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Hughes J,0,0
11295,HSP,350.103,Work Experience III,1,PRA,TO BE ARRANGED,TO BE ARRANGED,,,La Motte M,0,0
11296,HSP,360.801,Comm Food Prod Mgmt,3,LEC,R,04:00PM- 06:45PM,,LAF CLUB,Scarcelli J,10,8
11297,HSP,410.101,Revenue Management,3,LEC,T R,12:30PM- 01:45PM,143,DHL 143,La Motte M,25,2
11298,HSP,430.101,Strat Career Plan,1,LEC,M,02:00PM- 02:50PM,202,DHL 202,La Motte M,25,13
11300,HSP,483.801,Special Topics/HSP,3,LEC,M,06:30PM- 09:15PM,202,DHL 202,Duffy P,25,4
10212,ESS,254.101,Local Perspect/Geo,3,LEC,M W,08:00AM- 08:50AM,228,CH 228,Kreiger W,24,18
10213,ESS,254.102,Local Perspect/Geo,3,LEC,T R,08:00AM- 08:50AM,228,CH 228,Kreiger W,24,15
10214,ESS,255.501,Local Perspect Lab,0,LAB,M,11:00AM- 01:45PM,108,CH 108,Kreiger W,12,10
10215,ESS,255.502,Local Perspect Lab,0,LAB,T,11:00AM- 01:45PM,108,CH 108,Kreiger W,12,10
10216,ESS,255.503,Local Perspect Lab,0,LAB,W,11:00AM- 01:45PM,108,CH 108,Kreiger W,12,2
